基金代码,交易日,最新单位净值(元),本月以来回报率(%),三个月回报率(%),今年以来回报率(%)
MMFIZD,2020-10,1.708708311225696,2.308242327531425,3.1736316234002055,22.43352725613574
MMFIZD,2020-11,1.19811374419784,4.560404672178813,4.936547881671326,27.748957559876473
MMFIZD,2020-11,1.3933570087949252,5.767747331019123,7.764602234817662,33.33770712196555
MMFIZD,2020-11,1.2076754931805889,5.221619577321158,5.402411557304207,28.803264132085275
MMFIZD,2020-12,1.3958483782016644,2.190903898950706,10.54773433045203,32.964541072733375
MMFIZD,2020-12,1.5114018127792233,3.605850219576168,10.372026174629534,33.31911431979464
MMFIZD,2020-12,1.471353442640726,2.7740967498417795,12.171136642605543,35.97689055501629
MMFIZD,2020-12,1.4665937492142929,4.078130226154337,13.250812606761816,33.41099853973098
MMFIZD,2021-01,1.4502926249693127,5.602745018507397,17.12057098150624,11.508416776119084
MMFIZD,2021-01,1.5668637566636963,6.189597908538129,16.722335347042737,6.269340256889952
MMFIZD,2021-01,1.320979316098487,2.9118526969336025,14.071171147936223,0.5064212120317069
MMFIZD,2021-01,1.5356296408637642,3.291566621777228,11.205601813340563,4.231045294853029
MMFIZD,2021-02,1.3994564137908492,-0.44133137844644993,7.174944384751105,5.273999631121951
MMFIZD,2021-03,1.435529908431187,-4.880506735559305,-1.1351321908924672,-1.8744546457819617
MMFIZD,2021-03,1.1723810340229153,-4.5367480637760895,1.3362239732945667,5.450978373625364
MMFIZD,2021-03,1.3823101825912725,-3.4078405940350414,0.9838613335863009,-0.7612175340251811
MMFIZD,2021-03,1.4639825596555502,-5.4220206856508115,-3.7182868507042333,2.1623805407380163
MMFIZD,2021-04,0.9593175129981735,1.4013747394337788,-5.589128701078728,0.008320806684123716
MMFIZD,2021-04,1.2570791795730534,1.625462114953243,-3.6676116462260078,2.944436805817019
MMFIZD,2021-04,1.6265184451019954,1.6933275174023148,-1.0259204107491533,1.9094315814319853
