基金代码,信息发布日期,期初份额(份),期末份额(份)
UDUAIS,2021-07-01,,
UDUAIS,2021-07-02,,
UDUAIS,2021-07-05,,
UDUAIS,2021-07-06,,
UDUAIS,2021-07-07,,
UDUAIS,2021-07-08,,
UDUAIS,2021-07-09,,
UDUAIS,2021-07-12,,
UDUAIS,2021-07-13,,
UDUAIS,2021-07-14,,
UDUAIS,2021-07-15,,
UDUAIS,2021-07-16,,
UDUAIS,2021-07-19,,
UDUAIS,2021-07-20,,
UDUAIS,2021-07-21,,
UDUAIS,2021-07-22,,
UDUAIS,2021-07-23,,
UDUAIS,2021-07-26,,
UDUAIS,2021-07-27,,
UDUAIS,2021-07-28,,
UDUAIS,2021-07-29,,
UDUAIS,2021-07-30,,
UDUAIS,2021-08-02,,
UDUAIS,2021-08-03,,
UDUAIS,2021-08-04,,
UDUAIS,2021-08-05,,
UDUAIS,2021-08-06,,
UDUAIS,2021-08-09,,
UDUAIS,2021-08-10,,
UDUAIS,2021-08-11,,
UDUAIS,2021-08-12,,
UDUAIS,2021-08-13,,
UDUAIS,2021-08-16,,
UDUAIS,2021-08-17,,
UDUAIS,2021-08-18,,
UDUAIS,2021-08-19,,
UDUAIS,2021-08-20,,
UDUAIS,2021-08-23,,
UDUAIS,2021-08-24,,
UDUAIS,2021-08-25,,
UDUAIS,2021-08-26,,
UDUAIS,2021-08-27,,
UDUAIS,2021-08-30,,
UDUAIS,2021-08-31,,
UDUAIS,2021-09-01,,
UDUZMI,2020-08-28,1737392334.9398227,7005648959.049143
UDUZMI,2020-08-03,,
UDUZMI,2020-08-04,,
UDUZMI,2020-08-05,,
UDUZMI,2020-08-06,,
UDUZMI,2020-08-07,,
UDUZMI,2020-08-10,,
UDUZMI,2020-08-11,,
UDUZMI,2020-08-12,,
UDUZMI,2020-08-13,,
UDUZMI,2020-08-14,,
UDUZMI,2020-08-17,,
UDUZMI,2020-08-18,,
UDUZMI,2020-08-19,,
UDUZMI,2020-08-20,,
UDUZMI,2020-08-21,,
UDUZMI,2020-08-24,,
UDUZMI,2020-08-25,,
UDUZMI,2020-08-26,,
UDUZMI,2020-08-27,,
UDUZMI,2020-08-28,,
UDUZMI,2020-08-31,,
UDUZMI,2020-09-01,,
UDUZMI,2020-09-02,,
UDUZMI,2020-09-03,,
UDUZMI,2020-09-04,,
UDUZMI,2020-09-07,,
UDUZMI,2020-09-08,,
UDUZMI,2020-09-09,,
UDUZMI,2020-09-10,,
UDUZMI,2020-09-11,,
UDUZMI,2020-09-14,,
UDUZMI,2020-09-15,,
UDUZMI,2020-09-16,,
UDUZMI,2020-09-17,,
UDUZMI,2020-09-18,,
UDUZMI,2020-09-21,,
UDUZMI,2020-09-22,,
UDUZMI,2020-09-23,,
UDUZMI,2020-09-24,,
UDUZMI,2020-09-25,,
UDUZMI,2020-09-28,,
UDUZMI,2020-09-29,,
UDUZMI,2020-10-27,7005649465.352462,8924004012.206053
UDUZMI,2020-10-27,,8924006189.958794
UDUZMI,2020-09-30,,
UDUZMI,2020-10-09,,
UDUZMI,2020-10-12,,
UDUZMI,2020-10-13,,
UDUZMI,2020-10-14,,
UDUZMI,2020-10-15,,
UDUZMI,2020-10-16,,
UDUZMI,2020-10-19,,
UDUZMI,2020-10-20,,
UDUZMI,2020-10-21,,
UDUZMI,2020-10-22,,
UDUZMI,2020-10-23,,
UDUZMI,2020-10-26,,
UDUZMI,2020-10-27,,
UDUZMI,2020-10-28,,
UDUZMI,2020-10-29,,
UDUZMI,2020-10-30,,
UDUZMI,2020-11-02,,
UDUZMI,2020-11-03,,
UDUZMI,2020-11-04,,
UDUZMI,2020-11-05,,
UDUZMI,2020-11-06,,
UDUZMI,2020-11-09,,
UDUZMI,2020-11-10,,
UDUZMI,2020-11-11,,
UDUZMI,2020-11-12,,
UDUZMI,2020-11-13,,
UDUZMI,2020-11-16,,
UDUZMI,2020-11-17,,
UDUZMI,2020-11-18,,
UDUZMI,2020-11-19,,
UDUZMI,2020-11-20,,
UDUZMI,2020-11-23,,
UDUZMI,2020-11-24,,
UDUZMI,2020-11-25,,
UDUZMI,2020-11-26,,
UDUZMI,2020-11-27,,
UDUZMI,2020-11-30,,
UDUZMI,2020-12-01,,
UDUZMI,2020-12-02,,
UDUZMI,2020-12-03,,
UDUZMI,2020-12-04,,
UDUZMI,2020-12-07,,
UDUZMI,2020-12-08,,
UDUZMI,2020-12-09,,
UDUZMI,2020-12-10,,
UDUZMI,2020-12-11,,
UDUZMI,2020-12-14,,
UDUZMI,2020-12-15,,
UDUZMI,2020-12-16,,
UDUZMI,2020-12-17,,
UDUZMI,2020-12-18,,
UDUZMI,2020-12-21,,
UDUZMI,2020-12-22,,
UDUZMI,2020-12-23,,
UDUZMI,2020-12-24,,
UDUZMI,2020-12-25,,
UDUZMI,2020-12-28,,
UDUZMI,2020-12-29,,
UDUZMI,2020-12-30,,
UDUZMI,2021-01-21,,8733115849.572916
UDUZMI,2020-12-31,,
UDUZMI,2021-03-30,1737389786.2481918,8733115936.796562
UDUZMI,2021-01-21,8924004630.893124,8733115591.940245
UDUZMI,2021-01-04,,
UDUZMI,2021-01-05,,
UDUZMI,2021-01-06,,
UDUZMI,2021-01-07,,
UDUZMI,2021-01-08,,
UDUZMI,2021-01-11,,
UDUZMI,2021-01-12,,
UDUZMI,2021-01-13,,
UDUZMI,2021-01-14,,
UDUZMI,2021-01-15,,
UDUZMI,2021-01-18,,
UDUZMI,2021-01-19,,
UDUZMI,2021-01-20,,
UDUZMI,2021-01-21,,
UDUZMI,2021-01-22,,
UDUZMI,2021-01-25,,
UDUZMI,2021-01-26,,
UDUZMI,2021-01-27,,
UDUZMI,2021-01-28,,
UDUZMI,2021-01-29,,
UDUZMI,2021-02-01,,
UDUZMI,2021-02-02,,
UDUZMI,2021-02-03,,
UDUZMI,2021-02-04,,
UDUZMI,2021-02-05,,
UDUZMI,2021-02-08,,
UDUZMI,2021-02-09,,
UDUZMI,2021-02-10,,
UDUZMI,2021-02-18,,
UDUZMI,2021-02-19,,
UDUZMI,2021-02-22,,
UDUZMI,2021-02-23,,
UDUZMI,2021-02-24,,
UDUZMI,2021-02-25,,
UDUZMI,2021-02-26,,
UDUZMI,2021-03-01,,
UDUZMI,2021-03-02,,
UDUZMI,2021-03-03,,
UDUZMI,2021-03-04,,
UDUZMI,2021-03-05,,
UDUZMI,2021-03-08,,
UDUZMI,2021-03-09,,
UDUZMI,2021-03-10,,
UDUZMI,2021-03-11,,
UDUZMI,2021-03-12,,
UDUZMI,2021-03-15,,
UDUZMI,2021-03-16,,
UDUZMI,2021-03-17,,
UDUZMI,2021-03-18,,
UDUZMI,2021-03-19,,
UDUZMI,2021-03-22,,
UDUZMI,2021-03-23,,
UDUZMI,2021-03-24,,
UDUZMI,2021-03-25,,
UDUZMI,2021-03-26,,
UDUZMI,2021-03-29,,
UDUZMI,2021-03-30,,
UDUZMI,2021-04-21,,8306838735.372988
UDUZMI,2021-04-21,8733117481.312237,8306839069.687214
UDUZMI,2021-03-31,,
UDUZMI,2021-04-01,,
UDUZMI,2021-04-02,,
UDUZMI,2021-04-06,,
UDUZMI,2021-04-07,,
UDUZMI,2021-04-08,,
UDUZMI,2021-04-09,,
UDUZMI,2021-04-12,,
UDUZMI,2021-04-13,,
UDUZMI,2021-04-14,,
UDUZMI,2021-04-15,,
UDUZMI,2021-04-16,,
UDUZMI,2021-04-19,,
UDUZMI,2021-04-20,,
UDUZMI,2021-04-21,,
UDUZMI,2021-04-22,,
UDUZMI,2021-04-23,,
UDUZMI,2021-04-26,,
UDUZMI,2021-04-27,,
UDUZMI,2021-04-28,,
UDUZMI,2021-04-29,,
UDUZMI,2021-04-30,,
UDUZMI,2021-05-06,,
UDUZMI,2021-05-07,,
UDUZMI,2021-05-10,,
UDUZMI,2021-05-11,,
UDUZMI,2021-05-12,,
UDUZMI,2021-05-13,,
UDUZMI,2021-05-14,,
UDUZMI,2021-05-17,,
UDUZMI,2021-05-18,,
UDUZMI,2021-05-19,,
UDUZMI,2021-05-20,,
UDUZMI,2021-05-21,,
UDUZMI,2021-05-24,,
UDUZMI,2021-05-25,,
UDUZMI,2021-05-26,,
UDUZMI,2021-05-27,,
UDUZMI,2021-05-28,,
UDUZMI,2021-05-31,,
UDUZMI,2021-06-01,,
UDUZMI,2021-06-02,,
UDUZMI,2021-06-03,,
UDUZMI,2021-06-04,,
UDUZMI,2021-06-07,,
UDUZMI,2021-06-08,,
UDUZMI,2021-06-09,,
UDUZMI,2021-06-10,,
UDUZMI,2021-06-11,,
UDUZMI,2021-06-15,,
UDUZMI,2021-06-16,,
UDUZMI,2021-06-17,,
UDUZMI,2021-06-18,,
UDUZMI,2021-06-21,,
UDUZMI,2021-06-22,,
UDUZMI,2021-06-23,,
UDUZMI,2021-06-24,,
UDUZMI,2021-06-25,,
UDUZMI,2021-06-28,,
UDUZMI,2021-06-29,,
UDUZMI,2021-06-30,,
UDUZMI,2021-07-20,,7902937031.456991
UDUZMI,2021-08-30,8733114168.082018,7902935712.076365
UDUZMI,2021-07-20,8306838382.339754,7902936509.546804
UDUZMI,2021-07-01,,
UDUZMI,2021-07-02,,
UDUZMI,2021-07-05,,
UDUZMI,2021-07-06,,
UDUZMI,2021-07-07,,
UDUZMI,2021-07-08,,
UDUZMI,2021-07-09,,
UDUZMI,2021-07-12,,
UDUZMI,2021-07-13,,
UDUZMI,2021-07-14,,
UDUZMI,2021-07-15,,
UDUZMI,2021-07-16,,
UDUZMI,2021-07-19,,
UDUZMI,2021-07-20,,
UDUZMI,2021-07-21,,
UDUZMI,2021-07-22,,
UDUZMI,2021-07-23,,
UDUZMI,2021-07-26,,
UDUZMI,2021-07-27,,
UDUZMI,2021-07-28,,
UDUZMI,2021-07-29,,
UDUZMI,2021-07-30,,
UDUZMI,2021-08-02,,
UDUZMI,2021-08-03,,
UDUZMI,2021-08-04,,
UDUZMI,2021-08-05,,
UDUZMI,2021-08-06,,
UDUZMI,2021-08-09,,
UDUZMI,2021-08-10,,
UDUZMI,2021-08-11,,
UDUZMI,2021-08-12,,
UDUZMI,2021-08-13,,
UDUZMI,2021-08-16,,
UDUZMI,2021-08-17,,
UDUZMI,2021-08-18,,
UDUZMI,2021-08-19,,
UDUZMI,2021-08-20,,
UDUZMI,2021-08-23,,
UDUZMI,2021-08-24,,
UDUZMI,2021-08-25,,
UDUZMI,2021-08-26,,
UDUZMI,2021-08-27,,
UDUZMI,2021-08-30,,
UDUZMI,2021-08-31,,
UDUZMI,2021-09-01,,
UDUZUM,2020-08-28,61792135.19249862,61883713.631909326
UDUZUM,2020-10-27,,191004272.37856853
UDUZUM,2020-10-27,61880534.66090715,191004106.8490625
UDUZUM,2021-01-21,,228757354.68300208
UDUZUM,2021-01-21,191002973.05998078,228757512.54313475
UDUZUM,2021-03-30,61792177.72503051,228758485.75536415
UDUZUM,2021-04-21,,231912098.09312415
UDUZUM,2021-04-21,228757571.69110376,231910372.96032816
UDUZUM,2021-08-30,228757066.04724744,154097083.12087405
UDUZUM,2021-07-20,231910596.34889892,154094403.18808746
UDUZUM,2021-07-20,,154096507.4331248
UDUZUX,2020-08-28,535904552.5331546,535904579.47437346
UDUZUX,2020-08-03,,
UDUZUX,2020-08-04,,
UDUZUX,2020-08-05,,
UDUZUX,2020-08-06,,
UDUZUX,2020-08-07,,
UDUZUX,2020-08-10,,
UDUZUX,2020-08-11,,
UDUZUX,2020-08-12,,
UDUZUX,2020-08-13,,
UDUZUX,2020-08-14,,
UDUZUX,2020-08-17,,
UDUZUX,2020-08-18,,
UDUZUX,2020-08-19,,
UDUZUX,2020-08-20,,
UDUZUX,2020-08-21,,
UDUZUX,2020-08-24,,
UDUZUX,2020-08-25,,
UDUZUX,2020-08-26,,
UDUZUX,2020-08-27,,
UDUZUX,2020-08-28,,
UDUZUX,2020-08-31,,
UDUZUX,2020-09-01,,
UDUZUX,2020-09-02,,
UDUZUX,2020-09-03,,
UDUZUX,2020-09-04,,
UDUZUX,2020-09-07,,
UDUZUX,2020-09-08,,
UDUZUX,2020-09-09,,
UDUZUX,2020-09-10,,
UDUZUX,2020-09-11,,
UDUZUX,2020-09-14,,
UDUZUX,2020-09-15,,
UDUZUX,2020-09-16,,
UDUZUX,2020-09-17,,
UDUZUX,2020-09-18,,
UDUZUX,2020-09-21,,
UDUZUX,2020-09-22,,
UDUZUX,2020-09-23,,
UDUZUX,2020-09-24,,
UDUZUX,2020-09-25,,
UDUZUX,2020-09-28,,
UDUZUX,2020-09-29,,
UDUZUX,2020-10-27,,351561395.6458736
UDUZUX,2020-10-27,535906851.5466858,351561044.6856214
UDUZUX,2020-09-30,,
UDUZUX,2020-10-09,,
UDUZUX,2020-10-12,,
UDUZUX,2020-10-13,,
UDUZUX,2020-10-14,,
UDUZUX,2020-10-15,,
UDUZUX,2020-10-16,,
UDUZUX,2020-10-19,,
UDUZUX,2020-10-20,,
UDUZUX,2020-10-21,,
UDUZUX,2020-10-22,,
UDUZUX,2020-10-23,,
UDUZUX,2020-10-26,,
UDUZUX,2020-10-27,,
UDUZUX,2020-10-28,,
UDUZUX,2020-10-29,,
UDUZUX,2020-10-30,,
UDUZUX,2020-11-02,,
UDUZUX,2020-11-03,,
UDUZUX,2020-11-04,,
UDUZUX,2020-11-05,,
UDUZUX,2020-11-06,,
UDUZUX,2020-11-09,,
UDUZUX,2020-11-10,,
UDUZUX,2020-11-11,,
UDUZUX,2020-11-12,,
UDUZUX,2020-11-13,,
UDUZUX,2020-11-16,,
UDUZUX,2020-11-17,,
UDUZUX,2020-11-18,,
UDUZUX,2020-11-19,,
UDUZUX,2020-11-20,,
UDUZUX,2020-11-23,,
UDUZUX,2020-11-24,,
UDUZUX,2020-11-25,,
UDUZUX,2020-11-26,,
UDUZUX,2020-11-27,,
UDUZUX,2020-11-30,,
UDUZUX,2020-12-01,,
UDUZUX,2020-12-02,,
UDUZUX,2020-12-03,,
UDUZUX,2020-12-04,,
UDUZUX,2020-12-07,,
UDUZUX,2020-12-08,,
UDUZUX,2020-12-09,,
UDUZUX,2020-12-10,,
UDUZUX,2020-12-11,,
UDUZUX,2020-12-14,,
UDUZUX,2020-12-15,,
UDUZUX,2020-12-16,,
UDUZUX,2020-12-17,,
UDUZUX,2020-12-18,,
UDUZUX,2020-12-21,,
UDUZUX,2020-12-22,,
UDUZUX,2020-12-23,,
UDUZUX,2020-12-24,,
UDUZUX,2020-12-25,,
UDUZUX,2020-12-28,,
UDUZUX,2020-12-29,,
UDUZUX,2020-12-30,,
UDUZUX,2020-12-31,,
UDUZUX,2021-01-21,,571258192.7462704
UDUZUX,2021-03-30,535904715.5804042,571256153.5931951
UDUZUX,2021-01-21,351559130.3571933,571257291.495757
UDUZUX,2021-01-04,,
UDUZUX,2021-01-05,,
UDUZUX,2021-01-06,,
UDUZUX,2021-01-07,,
UDUZUX,2021-01-08,,
UDUZUX,2021-01-11,,
UDUZUX,2021-01-12,,
UDUZUX,2021-01-13,,
UDUZUX,2021-01-14,,
UDUZUX,2021-01-15,,
UDUZUX,2021-01-18,,
UDUZUX,2021-01-19,,
UDUZUX,2021-01-20,,
UDUZUX,2021-01-21,,
UDUZUX,2021-01-22,,
UDUZUX,2021-01-25,,
UDUZUX,2021-01-26,,
UDUZUX,2021-01-27,,
UDUZUX,2021-01-28,,
UDUZUX,2021-01-29,,
UDUZUX,2021-02-01,,
UDUZUX,2021-02-02,,
UDUZUX,2021-02-03,,
UDUZUX,2021-02-04,,
UDUZUX,2021-02-05,,
UDUZUX,2021-02-08,,
UDUZUX,2021-02-09,,
UDUZUX,2021-02-10,,
UDUZUX,2021-02-18,,
UDUZUX,2021-02-19,,
UDUZUX,2021-02-22,,
UDUZUX,2021-02-23,,
UDUZUX,2021-02-24,,
UDUZUX,2021-02-25,,
UDUZUX,2021-02-26,,
UDUZUX,2021-03-01,,
UDUZUX,2021-03-02,,
UDUZUX,2021-03-03,,
UDUZUX,2021-03-04,,
UDUZUX,2021-03-05,,
UDUZUX,2021-03-08,,
UDUZUX,2021-03-09,,
UDUZUX,2021-03-10,,
UDUZUX,2021-03-11,,
UDUZUX,2021-03-12,,
UDUZUX,2021-03-15,,
UDUZUX,2021-03-16,,
UDUZUX,2021-03-17,,
UDUZUX,2021-03-18,,
UDUZUX,2021-03-19,,
UDUZUX,2021-03-22,,
UDUZUX,2021-03-23,,
UDUZUX,2021-03-24,,
UDUZUX,2021-03-25,,
UDUZUX,2021-03-26,,
UDUZUX,2021-03-29,,
UDUZUX,2021-03-30,,
UDUZUX,2021-03-31,,
UDUZUX,2021-04-21,,571259055.9497986
UDUZUX,2021-04-21,571255328.3910935,571257120.8278645
UDUZUX,2021-04-01,,
UDUZUX,2021-04-02,,
UDUZUX,2021-04-06,,
UDUZUX,2021-04-07,,
UDUZUX,2021-04-08,,
UDUZUX,2021-04-09,,
UDUZUX,2021-04-12,,
UDUZUX,2021-04-13,,
UDUZUX,2021-04-14,,
UDUZUX,2021-04-15,,
UDUZUX,2021-04-16,,
UDUZUX,2021-04-19,,
UDUZUX,2021-04-20,,
UDUZUX,2021-04-21,,
UDUZUX,2021-04-22,,
UDUZUX,2021-04-23,,
UDUZUX,2021-04-26,,
UDUZUX,2021-04-27,,
UDUZUX,2021-04-28,,
UDUZUX,2021-04-29,,
UDUZUX,2021-04-30,,
UDUZUX,2021-05-06,,
UDUZUX,2021-05-07,,
UDUZUX,2021-05-10,,
UDUZUX,2021-05-11,,
UDUZUX,2021-05-12,,
UDUZUX,2021-05-13,,
UDUZUX,2021-05-14,,
UDUZUX,2021-05-17,,
UDUZUX,2021-05-18,,
UDUZUX,2021-05-19,,
UDUZUX,2021-05-20,,
UDUZUX,2021-05-21,,
UDUZUX,2021-05-24,,
UDUZUX,2021-05-25,,
UDUZUX,2021-05-26,,
UDUZUX,2021-05-27,,
UDUZUX,2021-05-28,,
UDUZUX,2021-05-31,,
UDUZUX,2021-06-01,,
UDUZUX,2021-06-02,,
UDUZUX,2021-06-03,,
UDUZUX,2021-06-04,,
UDUZUX,2021-06-07,,
UDUZUX,2021-06-08,,
UDUZUX,2021-06-09,,
UDUZUX,2021-06-10,,
UDUZUX,2021-06-11,,
UDUZUX,2021-06-15,,
UDUZUX,2021-06-16,,
UDUZUX,2021-06-17,,
UDUZUX,2021-06-18,,
UDUZUX,2021-06-21,,
UDUZUX,2021-06-22,,
UDUZUX,2021-06-23,,
UDUZUX,2021-06-24,,
UDUZUX,2021-06-25,,
UDUZUX,2021-06-28,,
UDUZUX,2021-06-29,,
UDUZUX,2021-06-30,,
UDUZUX,2021-08-30,571256269.9265134,571257098.6952286
UDUZUX,2021-07-20,571258566.7418551,571257031.8123974
UDUZUX,2021-07-20,,571258064.1285537
UDUZUX,2021-07-01,,
UDUZUX,2021-07-02,,
UDUZUX,2021-07-05,,
UDUZUX,2021-07-06,,
UDUZUX,2021-07-07,,
UDUZUX,2021-07-08,,
UDUZUX,2021-07-09,,
UDUZUX,2021-07-12,,
UDUZUX,2021-07-13,,
UDUZUX,2021-07-14,,
UDUZUX,2021-07-15,,
UDUZUX,2021-07-16,,
UDUZUX,2021-07-19,,
UDUZUX,2021-07-20,,
UDUZUX,2021-07-21,,
UDUZUX,2021-07-22,,
UDUZUX,2021-07-23,,
UDUZUX,2021-07-26,,
UDUZUX,2021-07-27,,
UDUZUX,2021-07-28,,
UDUZUX,2021-07-29,,
UDUZUX,2021-07-30,,
UDUZUX,2021-08-02,,
UDUZUX,2021-08-03,,
UDUZUX,2021-08-04,,
UDUZUX,2021-08-05,,
UDUZUX,2021-08-06,,
UDUZUX,2021-08-09,,
UDUZUX,2021-08-10,,
UDUZUX,2021-08-11,,
UDUZUX,2021-08-12,,
UDUZUX,2021-08-13,,
UDUZUX,2021-08-16,,
UDUZUX,2021-08-17,,
UDUZUX,2021-08-18,,
UDUZUX,2021-08-19,,
UDUZUX,2021-08-20,,
UDUZUX,2021-08-23,,
UDUZUX,2021-08-24,,
UDUZUX,2021-08-25,,
UDUZUX,2021-08-26,,
UDUZUX,2021-08-27,,
UDUZUX,2021-08-30,,
UDUZUX,2021-08-31,,
UDUZUX,2021-09-01,,
UDXXMZ,2020-08-29,1182890321.3079717,985702917.9371984
UDXXMZ,2020-10-28,985703489.9835659,820592462.910092
UDXXMZ,2020-10-28,,820593471.5550227
UDXXMZ,2021-01-22,,745293414.459275
UDXXMZ,2021-01-22,820593805.1653589,745292876.0826488
UDXXMZ,2021-03-31,1182890144.7129176,745291956.5966283
UDXXMZ,2021-04-22,,657579508.8213536
UDXXMZ,2021-04-22,745290415.3282679,657578219.2158546
UDXXMZ,2021-07-21,657579540.9967031,632373792.4612995
UDXXMZ,2021-08-31,745291769.8639225,632373181.0314232
UDXXMZ,2021-07-21,,632374399.6526588
UDXDMF,2020-08-24,4581524052.850052,2654459688.034826
UDXDMF,2020-08-03,,
UDXDMF,2020-08-04,,
UDXDMF,2020-08-05,,
UDXDMF,2020-08-06,,
UDXDMF,2020-08-07,,
UDXDMF,2020-08-10,,
UDXDMF,2020-08-11,,
UDXDMF,2020-08-12,,
UDXDMF,2020-08-13,,
UDXDMF,2020-08-14,,
UDXDMF,2020-08-17,,
UDXDMF,2020-08-18,,
UDXDMF,2020-08-19,,
UDXDMF,2020-08-20,,
UDXDMF,2020-08-21,,
UDXDMF,2020-08-24,,
UDXDMF,2020-08-25,,
UDXDMF,2020-08-26,,
UDXDMF,2020-08-27,,
UDXDMF,2020-08-28,,
UDXDMF,2020-08-31,,
UDXDMF,2020-09-01,,
UDXDMF,2020-09-02,,
UDXDMF,2020-09-03,,
UDXDMF,2020-09-04,,
UDXDMF,2020-09-07,,
UDXDMF,2020-09-08,,
UDXDMF,2020-09-09,,
UDXDMF,2020-09-10,,
UDXDMF,2020-09-11,,
UDXDMF,2020-09-14,,
UDXDMF,2020-09-15,,
UDXDMF,2020-09-16,,
UDXDMF,2020-09-17,,
UDXDMF,2020-09-18,,
UDXDMF,2020-09-21,,
UDXDMF,2020-09-22,,
UDXDMF,2020-09-23,,
UDXDMF,2020-09-24,,
UDXDMF,2020-09-25,,
UDXDMF,2020-09-28,,
UDXDMF,2020-09-29,,
UDXDMF,2020-09-30,,
UDXDMF,2020-10-27,,3061719739.1500077
UDXDMF,2020-10-27,2654458706.9959884,3061719229.6345873
UDXDMF,2020-10-09,,
UDXDMF,2020-10-12,,
UDXDMF,2020-10-13,,
UDXDMF,2020-10-14,,
UDXDMF,2020-10-15,,
UDXDMF,2020-10-16,,
UDXDMF,2020-10-19,,
UDXDMF,2020-10-20,,
UDXDMF,2020-10-21,,
UDXDMF,2020-10-22,,
UDXDMF,2020-10-23,,
UDXDMF,2020-10-26,,
UDXDMF,2020-10-27,,
UDXDMF,2020-10-28,,
UDXDMF,2020-10-29,,
UDXDMF,2020-10-30,,
UDXDMF,2020-11-02,,
UDXDMF,2020-11-03,,
UDXDMF,2020-11-04,,
UDXDMF,2020-11-05,,
UDXDMF,2020-11-06,,
UDXDMF,2020-11-09,,
UDXDMF,2020-11-10,,
UDXDMF,2020-11-11,,
UDXDMF,2020-11-12,,
UDXDMF,2020-11-13,,
UDXDMF,2020-11-16,,
UDXDMF,2020-11-17,,
UDXDMF,2020-11-18,,
UDXDMF,2020-11-19,,
UDXDMF,2020-11-20,,
UDXDMF,2020-11-23,,
UDXDMF,2020-11-24,,
UDXDMF,2020-11-25,,
UDXDMF,2020-11-26,,
UDXDMF,2020-11-27,,
UDXDMF,2020-11-30,,
UDXDMF,2020-12-01,,
UDXDMF,2020-12-02,,
UDXDMF,2020-12-03,,
UDXDMF,2020-12-04,,
UDXDMF,2020-12-07,,
UDXDMF,2020-12-08,,
UDXDMF,2020-12-09,,
UDXDMF,2020-12-10,,
UDXDMF,2020-12-11,,
UDXDMF,2020-12-14,,
UDXDMF,2020-12-15,,
UDXDMF,2020-12-16,,
UDXDMF,2020-12-17,,
UDXDMF,2020-12-18,,
UDXDMF,2020-12-21,,
UDXDMF,2020-12-22,,
UDXDMF,2020-12-23,,
UDXDMF,2020-12-24,,
UDXDMF,2020-12-25,,
UDXDMF,2020-12-28,,
UDXDMF,2020-12-29,,
UDXDMF,2020-12-30,,
UDXDMF,2020-12-31,,
UDXDMF,2021-01-21,,3964646859.0904813
UDXDMF,2021-01-21,3061718016.1045036,3964646423.212648
UDXDMF,2021-03-29,4581525303.328706,3964644093.4653687
UDXDMF,2021-01-04,,
UDXDMF,2021-01-05,,
UDXDMF,2021-01-06,,
UDXDMF,2021-01-07,,
UDXDMF,2021-01-08,,
UDXDMF,2021-01-11,,
UDXDMF,2021-01-12,,
UDXDMF,2021-01-13,,
UDXDMF,2021-01-14,,
UDXDMF,2021-01-15,,
UDXDMF,2021-01-18,,
UDXDMF,2021-01-19,,
UDXDMF,2021-01-20,,
UDXDMF,2021-01-21,,
UDXDMF,2021-01-22,,
UDXDMF,2021-01-25,,
UDXDMF,2021-01-26,,
UDXDMF,2021-01-27,,
UDXDMF,2021-01-28,,
UDXDMF,2021-01-29,,
UDXDMF,2021-02-01,,
UDXDMF,2021-02-02,,
UDXDMF,2021-02-03,,
UDXDMF,2021-02-04,,
UDXDMF,2021-02-05,,
UDXDMF,2021-02-08,,
UDXDMF,2021-02-09,,
UDXDMF,2021-02-10,,
UDXDMF,2021-02-18,,
UDXDMF,2021-02-19,,
UDXDMF,2021-02-22,,
UDXDMF,2021-02-23,,
UDXDMF,2021-02-24,,
UDXDMF,2021-02-25,,
UDXDMF,2021-02-26,,
UDXDMF,2021-03-01,,
UDXDMF,2021-03-02,,
UDXDMF,2021-03-03,,
UDXDMF,2021-03-04,,
UDXDMF,2021-03-05,,
UDXDMF,2021-03-08,,
UDXDMF,2021-03-09,,
UDXDMF,2021-03-10,,
UDXDMF,2021-03-11,,
UDXDMF,2021-03-12,,
UDXDMF,2021-03-15,,
UDXDMF,2021-03-16,,
UDXDMF,2021-03-17,,
UDXDMF,2021-03-18,,
UDXDMF,2021-03-19,,
UDXDMF,2021-03-22,,
UDXDMF,2021-03-23,,
UDXDMF,2021-03-24,,
UDXDMF,2021-03-25,,
UDXDMF,2021-03-26,,
UDXDMF,2021-03-29,,
UDXDMF,2021-03-30,,
UDXDMF,2021-04-22,,6311854870.445949
UDXDMF,2021-04-22,3964646456.675359,6311853384.363822
UDXDMF,2021-03-31,,
UDXDMF,2021-04-01,,
UDXDMF,2021-04-02,,
UDXDMF,2021-04-06,,
UDXDMF,2021-04-07,,
UDXDMF,2021-04-08,,
UDXDMF,2021-04-09,,
UDXDMF,2021-04-12,,
UDXDMF,2021-04-13,,
UDXDMF,2021-04-14,,
UDXDMF,2021-04-15,,
UDXDMF,2021-04-16,,
UDXDMF,2021-04-19,,
UDXDMF,2021-04-20,,
UDXDMF,2021-04-21,,
UDXDMF,2021-04-22,,
UDXDMF,2021-04-23,,
UDXDMF,2021-04-26,,
UDXDMF,2021-04-27,,
UDXDMF,2021-04-28,,
UDXDMF,2021-04-29,,
UDXDMF,2021-04-30,,
UDXDMF,2021-05-06,,
UDXDMF,2021-05-07,,
UDXDMF,2021-05-10,,
UDXDMF,2021-05-11,,
UDXDMF,2021-05-12,,
UDXDMF,2021-05-13,,
UDXDMF,2021-05-14,,
UDXDMF,2021-05-17,,
UDXDMF,2021-05-18,,
UDXDMF,2021-05-19,,
UDXDMF,2021-05-20,,
UDXDMF,2021-05-21,,
UDXDMF,2021-05-24,,
UDXDMF,2021-05-25,,
UDXDMF,2021-05-26,,
UDXDMF,2021-05-27,,
UDXDMF,2021-05-28,,
UDXDMF,2021-05-31,,
UDXDMF,2021-06-01,,
UDXDMF,2021-06-02,,
UDXDMF,2021-06-03,,
UDXDMF,2021-06-04,,
UDXDMF,2021-06-07,,
UDXDMF,2021-06-08,,
