基金代码,信息发布日期,期初份额(份),期末份额(份)
MMAAZU,2020-08-28,1061776297.140906,487589814.0120104
MMAAZU,2020-10-26,,265738777.93964785
MMAAZU,2020-10-26,487589587.3555455,265736155.0943556
MMAAZU,2021-01-22,,218799669.54300082
MMAAZU,2021-01-22,265737521.609492,218800318.519071
MMAAZU,2021-03-29,1061774376.9103252,218801177.87709278
MMAAZU,2021-04-21,,204618657.07621977
MMAAZU,2021-04-21,218798944.4508959,204619395.44849506
MMAAZU,2021-07-20,,185280625.22916827
MMAAZU,2021-08-27,218801760.63106838,185277498.35473144
MMAAZU,2021-07-20,204617036.12941656,185278638.2405771
MMAZMU,2020-08-31,2981381577.676273,1186018199.7870762
MMAZMU,2020-10-28,,2166393548.951969
MMAZMU,2020-10-28,1186018867.8010032,2166393666.2021694
MMAZMU,2021-01-22,2166394353.0792217,1369784084.8829951
MMAZMU,2021-01-22,,1369784973.2505012
MMAZMU,2021-03-31,2981380523.475741,1369782988.314662
MMAZMU,2021-04-22,1369783789.1191423,1239025397.5317495
MMAZMU,2021-04-22,,1239026054.3448372
MMAZMU,2021-08-31,1369783849.01034,1156111930.238244
MMAZMU,2021-07-21,,1156111497.897706
MMAZMU,2021-07-21,1239024885.2189195,1156111555.8520174
MMAZMI,2020-08-27,7909730882.768946,20360456179.382496
MMAZMI,2020-10-28,,17922685347.218773
MMAZMI,2020-10-28,20360457671.77269,17922685016.940384
MMAZMI,2021-03-30,7909729018.776333,15573773733.053894
MMAZMI,2021-01-21,17922684157.089317,15573774859.019688
MMAZMI,2021-01-21,,15573775494.2186
MMAZMI,2021-04-21,,15182066406.39502
MMAZMI,2021-04-21,15573774396.42389,15182065311.565905
MMAZMI,2021-07-20,,14552410865.397835
MMAZMI,2021-07-20,15182064724.1627,14552409154.72776
MMAZMI,2021-08-30,15573774928.380255,14552409024.703636
MMAZIP,2020-10-28,6284698572.257698,6284697482.029149
MMAZIP,2020-10-28,,6284698586.385279
MMAZIP,2021-01-22,6284697645.077093,4568678827.992386
MMAZIP,2021-01-22,,4568681269.013993
MMAZIP,2021-03-30,6284697943.630586,4568676912.559576
MMAZIP,2021-04-22,,1988726420.527311
MMAZIP,2021-04-22,4568680210.61473,1988724922.6172135
MMAZIP,2021-07-21,,1516793498.7271566
MMAZIP,2021-07-21,1988726871.4293027,1516797026.6503649
MMAZIP,2021-08-31,4568677638.834371,1516796564.489657
MMAZPZ,2020-08-27,5131941152.912605,2157749325.4372683
MMAZPZ,2020-10-26,,1336810217.3216693
MMAZPZ,2020-10-26,2157748970.426467,1336809359.3369122
MMAZPZ,2021-01-20,,1635823032.6609015
MMAZPZ,2021-01-20,1336809516.6558204,1635823844.7662227
MMAZPZ,2021-03-29,5131939818.854427,1635823667.4708996
MMAZPZ,2021-04-20,,890729824.7186579
MMAZPZ,2021-04-20,1635823651.215698,890730269.3650436
MMAZPZ,2021-07-20,,811662947.5399725
MMAZPZ,2021-08-27,1635823341.6062295,811663095.5804507
MMAZPZ,2021-07-20,890729088.825749,811662910.3921329
MMAZFP,2020-08-28,2602518193.316537,2606271405.4607787
MMAZFP,2020-10-26,,2645220436.437186
MMAZFP,2020-10-26,2606272319.462268,2645220799.3617697
MMAZFP,2021-01-22,,2684889488.3343954
MMAZFP,2021-01-22,2645220863.481255,2684891770.2987847
MMAZFP,2021-03-29,2602518498.1924453,2684888575.307264
MMAZFP,2021-04-21,,2722889396.282473
MMAZFP,2021-04-21,2684888929.1452184,2722891807.2643404
MMAZFP,2021-07-20,,2733535287.318117
MMAZFP,2021-08-27,2684888076.9177823,2733534671.602085
MMAZFP,2021-07-20,2722892038.41631,2733534293.937409
MMAZFF,2020-08-29,4943203136.531185,4812010841.864151
MMAZFF,2020-10-28,,4794719388.121186
MMAZFF,2020-10-28,4812010362.493501,4794716494.769093
MMAZFF,2021-01-21,,3943143930.529785
MMAZFF,2021-01-21,4794716882.184074,3943143977.8989615
MMAZFF,2021-03-30,4943203541.084968,3943142359.5187893
MMAZFF,2021-04-21,,3203386209.5687857
MMAZFF,2021-04-21,3943144046.1606464,3203385058.8586597
MMAZFF,2021-07-20,,2906399890.339683
MMAZFF,2021-08-30,3943144168.6495647,2906397106.9314003
MMAZFF,2021-07-20,3203385946.421207,2906398118.8446074
MMAZFA,2020-08-29,5888384974.188286,4476713425.532191
MMAZFA,2020-10-27,4476715650.597024,1974895027.7794347
MMAZFA,2020-10-27,,1974897273.9381452
MMAZFA,2021-01-21,,1347182165.2405555
MMAZFA,2021-01-21,1974895542.42539,1347179277.2383761
MMAZFA,2021-03-30,5888382955.3787775,1347181461.389242
MMAZFA,2021-04-21,,941055240.9994246
MMAZFA,2021-04-21,1347180021.4554508,941056878.0464181
MMAZFA,2021-07-20,941054677.8225528,832295411.5237961
MMAZFA,2021-07-20,,832294748.8250843
MMAZFA,2021-08-27,1347182031.2061691,832296757.3774197
MMAZDZ,2020-08-26,5578401646.888213,5766691069.773786
MMAZDZ,2020-10-28,5766692733.489555,7150959692.547875
MMAZDZ,2020-10-28,,7150958644.230562
MMAZDZ,2021-01-21,,7704812118.80746
MMAZDZ,2021-01-21,7150958986.630061,7704810509.770657
MMAZDZ,2021-03-29,5578399825.285811,7704810593.798013
MMAZDZ,2021-04-21,,8226081408.184018
MMAZDZ,2021-04-21,7704811187.38191,8226080425.634328
MMAZDZ,2021-07-20,8226082631.855748,8600013980.609095
MMAZDZ,2021-08-25,7704810427.518732,8600013961.177448
MMAZDZ,2021-07-20,,8600014412.347445
MMAZSA,2020-08-28,130413614.55173038,130413292.03390339
MMAZSA,2020-10-27,,270290244.75304353
MMAZSA,2020-10-27,130413175.20814078,270289178.2966077
MMAZSA,2021-01-20,,407522015.27003586
MMAZSA,2021-01-20,270288748.1853671,407519532.9279201
MMAZSA,2021-03-29,130414711.80400614,407520949.52219045
MMAZSA,2021-04-21,,413594217.2992375
MMAZSA,2021-04-21,407522468.3754593,413593326.7585338
MMAZSA,2021-07-19,,370363929.71528536
MMAZSA,2021-08-28,407521075.54209787,370361429.047619
MMAZSA,2021-07-19,413592867.0186984,370364584.1361224
MMAZAI,2020-10-27,,923104397.5200977
MMAZAI,2020-10-27,923104730.2405515,923102697.2300388
MMAZAI,2021-01-21,,879144833.3720855
MMAZAI,2021-01-21,923105933.5433965,879145584.9533964
MMAZAI,2021-03-27,923103986.698696,879144991.701663
MMAZAI,2021-04-21,,485699794.30281585
MMAZAI,2021-04-21,879145743.678797,485697767.1250384
MMAZAI,2021-07-20,,407156107.2346849
MMAZAI,2021-08-28,879144236.1346462,407154213.50852334
MMAZAI,2021-07-20,485699644.6026889,407154820.9613152
MMZMUS,2020-08-28,13668229.781070244,27724503.78967179
MMZMUS,2020-10-27,27725138.475785464,62519004.84581739
MMZMUS,2020-10-27,,62518196.35980401
MMZMUS,2021-03-29,13670422.747276891,51458145.36513906
MMZMUS,2021-01-20,62518907.63631661,51457792.63481536
MMZMUS,2021-01-20,,51456426.31026271
MMZMUS,2021-04-21,,105455842.33263752
MMZMUS,2021-04-21,51455755.63262975,105456488.44605763
MMZMUS,2021-07-19,105455195.11410826,93318807.60784829
MMZMUS,2021-07-19,,93321470.07037638
MMZMUS,2021-08-28,51456851.60861249,93320467.70244603
MMZMXI,2020-08-31,1781475657.3535824,1517665380.0479772
MMZMXI,2020-10-28,,765481414.8695365
MMZMXI,2020-10-28,1517663192.2532156,765480776.4831898
MMZMXI,2021-01-22,,553833136.2467574
MMZMXI,2021-01-22,765481552.8098744,553832295.3226417
MMZMXI,2021-03-30,1781476368.886034,553832045.3968788
MMZMXI,2021-04-21,,339022582.71869975
MMZMXI,2021-04-21,553832424.188792,339025865.8093087
MMZMXI,2021-07-20,,279293393.0893121
MMZMXI,2021-08-30,553831062.4166591,279291379.8594797
MMZMXI,2021-07-20,339022911.4618643,279294641.7202743
MMZMPZ,2020-08-28,5953085505.304968,4491263841.018486
MMZMPZ,2020-10-28,4491260234.448638,3252005481.0763764
MMZMPZ,2020-10-28,,3252009300.6058664
MMZMPZ,2021-01-21,,3040706164.41707
MMZMPZ,2021-01-21,3252007090.1365232,3040708103.477595
MMZMPZ,2021-03-30,5953085653.416808,3040707204.037306
MMZMPZ,2021-04-19,,3022970761.1699796
MMZMPZ,2021-04-19,3040707661.9844275,3022971177.415525
MMZMPZ,2021-07-20,3022969742.3907695,2840766871.1037855
MMZMPZ,2021-07-20,,2840769305.6633162
MMZMPZ,2021-08-28,3040709103.490073,2840769572.5934
MMZMFF,2020-10-28,,122467100.56718022
MMZMFF,2020-10-28,112123663.74897876,122467208.13239065
MMZMFF,2021-01-22,,113973002.63548233
MMZMFF,2021-01-22,122468241.37075177,113973013.22149786
MMZMFF,2021-03-31,112125519.10957849,113973172.83077091
MMZMFF,2021-04-22,,90476205.36319822
MMZMFF,2021-04-22,113974456.15909505,90474885.08215296
MMZMFF,2021-07-21,,86735217.33871482
MMZMFF,2021-08-31,113973570.0421296,86733725.1356718
MMZMFF,2021-07-21,90476260.48090969,86734669.60908435
MMZMDX,2020-08-29,1361029321.5484035,1361029877.74098
MMZMDX,2020-10-27,,859414314.5099174
MMZMDX,2020-10-27,1361031905.7114565,859416134.0274475
MMZMDX,2021-01-21,,637618301.5221641
MMZMDX,2021-01-21,859418547.9762105,637618971.2495373
MMZMDX,2021-03-27,1361030700.7421887,637618319.530909
MMZMDX,2021-04-21,,294315809.7019073
MMZMDX,2021-04-21,637616384.9546121,294316391.87799364
MMZMDX,2021-07-20,,241375301.61663774
MMZMDX,2021-08-28,637619344.2704805,241375315.09932232
MMZMDX,2021-07-20,294316528.96596634,241375596.7554453
MMZMAF,2020-08-28,1828991999.7788286,1828990182.6177096
MMZMAF,2020-10-27,,1844019589.7993665
MMZMAF,2020-10-27,1828990829.9380207,1844020200.3380158
MMZMAF,2021-01-20,,1848218225.2519708
MMZMAF,2021-01-20,1844019688.312835,1848217581.7429557
MMZMAF,2021-03-29,1828992942.6809382,1848216380.5688317
MMZMAF,2021-04-21,,1856080366.6204944
MMZMAF,2021-04-21,1848216869.4649227,1856079437.2006254
MMZMAF,2021-07-19,1856080679.866058,777527941.9284489
MMZMAF,2021-07-19,,777527757.504323
MMZMAF,2021-08-28,1848218688.9126031,777529025.081171
MMZMAD,2020-08-31,1470239656.5786366,1561854604.3245976
MMZMAD,2020-10-28,,1842409577.6037495
MMZMAD,2020-10-28,1561854959.8304367,1842409530.8251143
MMZMAD,2021-01-22,1842408424.0407612,1872137836.3055933
MMZMAD,2021-03-30,1470240056.2479105,1872136915.0752957
MMZMAD,2021-01-22,,1872139392.7728634
MMZMAD,2021-04-21,1872137557.218155,1882266656.4339874
MMZMAD,2021-04-21,,1882264832.032295
MMZMAD,2021-07-20,,1882266532.2425814
MMZMAD,2021-08-30,1872137749.4416466,1882266746.303887
MMZMAD,2021-07-20,1882264345.1638174,1882265214.3285115
MMZMZX,2020-10-28,832541507.2279084,574326168.1596123
MMZMZX,2020-10-28,,574326164.3342178
MMZMZX,2021-01-22,574327297.7101152,328003411.39358044
MMZMZX,2021-01-22,,328002727.13737935
MMZMZX,2021-03-31,832540305.1159952,328004455.4186625
MMZMZX,2021-04-22,328004295.3678362,264276034.10195914
MMZMZX,2021-04-22,,264275836.8211322
MMZMZX,2021-07-21,,231470772.00325122
MMZMZX,2021-08-31,328004501.1906865,231469023.20413306
MMZMZX,2021-07-21,264275045.01421705,231469826.27154478
MMZMZA,2020-08-24,1747034322.7149048,1750582171.0340424
MMZMZA,2020-10-27,,1762174936.8216212
MMZMZA,2020-10-27,1750584161.001961,1762177194.0758793
MMZMZA,2021-01-21,,1766451352.435882
MMZMZA,2021-01-21,1762177140.2438078,1766451009.3862472
MMZMZA,2021-03-29,1747033064.3036015,1766450466.0055816
MMZMZA,2021-04-22,,1774978171.0000374
MMZMZA,2021-04-22,1766450938.9640756,1774978041.0116844
MMZMZA,2021-07-21,,1777230475.3438632
MMZMZA,2021-08-23,1766449974.7880826,1777229301.6575937
MMZMZA,2021-07-21,1774977929.916976,1777227978.4922395
MMZUUZ,2020-10-28,,3035356976.615537
MMZUUZ,2020-10-28,7588064756.174847,3035356891.7476435
MMZUUZ,2021-01-21,,1659387545.3858802
MMZUUZ,2021-01-21,3035358130.308341,1659389314.9995947
MMZUUZ,2021-03-30,7588064602.82103,1659389382.502663
MMZUUZ,2021-04-21,,1173860733.7280102
MMZUUZ,2021-04-21,1659391530.0511913,1173858706.887169
MMZUUZ,2021-07-20,,1059863017.7035307
MMZUUZ,2021-08-30,1659388415.4841797,1059860211.9009173
MMZUUZ,2021-07-20,1173861025.8863087,1059860255.3059021
MMZUXD,2020-08-29,734915268.0763758,653060307.7953056
MMZUXD,2020-10-27,653059656.357913,269162453.9006252
MMZUXD,2020-10-27,,269161321.957112
MMZUXD,2021-01-21,,183436477.01094183
MMZUXD,2021-01-21,269158798.6448469,183432849.8940506
MMZUXD,2021-03-30,734913112.9646717,183434150.35793188
MMZUXD,2021-04-21,183432623.60138264,171966959.33571625
MMZUXD,2021-04-21,,171965825.78897274
MMZUXD,2021-08-27,183433293.90485686,147519251.91175744
MMZUXD,2021-07-20,171966634.24068373,147518582.1994024
MMZUXD,2021-07-20,,147518440.72420448
MMZUIS,2020-08-29,1334883873.839324,2116786623.4236748
MMZUIS,2020-10-27,,2515764161.346629
MMZUIS,2020-10-27,2116785979.8476534,2515765232.70737
MMZUIS,2021-03-30,1334884716.4403176,2515765130.372974
MMZUIS,2021-01-21,,2515765159.4462256
MMZUIS,2021-01-21,2515763470.314333,2515765458.0724983
MMZUIS,2021-04-21,2515765033.89377,2515765081.9592376
MMZUIS,2021-04-21,,2515765194.809752
MMZUIS,2021-08-27,2515763581.05985,2515764883.1720924
MMZUIS,2021-07-20,2515767198.481813,2515764484.8199654
MMZUIS,2021-07-20,,2515765908.9272923
MMZUPU,2020-10-28,,887707359.9428996
MMZUPU,2020-10-28,1264092657.6849327,887707149.2099842
MMZUPU,2021-01-22,,475271822.05173886
MMZUPU,2021-01-22,887706240.1249532,475271114.426159
MMZUPU,2021-03-31,1264091731.658812,475270579.26670796
MMZUPU,2021-04-22,,386611252.948154
MMZUPU,2021-04-22,475272670.4886859,386611207.0125195
MMZUPU,2021-07-21,,332622862.2153584
MMZUPU,2021-08-31,475272498.82800317,332622807.402282
MMZUPU,2021-07-21,386612543.2561911,332624014.2636685
MMZUPS,2020-10-27,,251334885.0558566
MMZUPS,2020-10-27,330543207.85069937,251336738.33797076
MMZUPS,2021-01-21,,1326662944.8188202
MMZUPS,2021-01-21,251336992.17742175,1326664759.4937966
MMZUPS,2021-03-30,330543534.75281316,1326663356.549566
MMZUPS,2021-04-21,,1704293828.5082662
MMZUPS,2021-04-21,1326664135.869182,1704292713.383771
MMZUPS,2021-07-20,,1312754587.3081563
MMZUPS,2021-08-30,1326665574.0671623,1312753269.0375645
MMZUPS,2021-07-20,1704293981.8163378,1312753133.1803646
MMZUDX,2020-08-31,1635469219.4017215,1311609660.5638645
MMZUDX,2020-10-28,,769162780.3659598
MMZUDX,2020-10-28,1311611950.2184136,769163650.7838737
MMZUDX,2021-01-22,,571710764.5344208
MMZUDX,2021-01-22,769162833.0954075,571709628.4848503
MMZUDX,2021-03-31,1635471858.5616784,571709983.1871444
MMZUDX,2021-04-22,,467588072.14084595
MMZUDX,2021-04-22,571708078.21923,467586447.0003536
MMZUDX,2021-07-21,,376910583.085854
MMZUDX,2021-08-31,571711881.5157126,376908180.80530465
MMZUDX,2021-07-21,467585428.5317854,376907916.7098885
MMZUZM,2020-10-27,,4297371406.409851
MMZUZM,2020-10-27,4163583477.301189,4297372251.882745
MMZUZM,2021-01-21,,4399280765.376743
MMZUZM,2021-01-21,4297369440.860155,4399282557.413076
MMZUZM,2021-03-29,4163583949.961014,4399280498.814382
MMZUZM,2021-04-22,,4536328190.940487
MMZUZM,2021-04-22,4399280251.427709,4536329607.0193
MMZUZM,2021-07-21,,2037520380.5808172
MMZUZM,2021-08-23,4399281606.27593,2037520302.3323362
MMZUZM,2021-07-21,4536327531.646599,2037521772.1416123
MMZUZZ,2020-10-27,,3453653050.0458946
MMZUZZ,2020-10-27,3375952008.891126,3453653905.850553
MMZUZZ,2021-01-21,,3503321953.227486
MMZUZZ,2021-03-30,3375952963.5213876,3503323247.33666
MMZUZZ,2021-01-21,3453653832.0924296,3503323335.589061
MMZUZZ,2021-04-21,,3534658957.434182
MMZUZZ,2021-04-21,3503321114.2323112,3534661910.710732
MMZUZZ,2021-07-20,,1537838015.9200466
MMZUZZ,2021-08-30,3503323197.0074725,1537837413.3152096
MMZUZZ,2021-07-20,3534660290.065695,1537836009.4508429
MMZXUM,2020-10-28,,1254556157.6758952
MMZXUM,2020-10-28,1192313798.782954,1254556238.683409
MMZXUM,2021-01-22,,1295049229.9612842
MMZXUM,2021-01-22,1254556612.5204637,1295049763.3153825
MMZXUM,2021-03-31,1192072897.7607272,1295048374.5088706
MMZXUM,2021-04-22,,1343550896.0859923
MMZXUM,2021-04-22,1295047850.5151083,1343549847.3016138
MMZXUM,2021-07-21,,1355481551.415219
MMZXUM,2021-08-31,1295047905.9933226,1355484318.857506
MMZXUM,2021-07-21,1343550848.9749017,1355482496.0545263
MMZXXI,2020-10-28,2275980403.637243,2236296497.761201
MMZXXI,2020-10-28,,2236295301.4821796
MMZXXI,2021-01-22,,1720607158.5069962
MMZXXI,2021-01-22,2236297457.6837344,1720607284.0337706
MMZXXI,2021-03-31,2275977183.646307,1720607603.5233784
MMZXXI,2021-04-22,,615620701.2181448
MMZXXI,2021-04-22,1720609131.4822378,615619742.2860317
MMZXXI,2021-07-21,,477950822.4968205
MMZXXI,2021-08-31,1720607034.1945658,477949717.13790137
MMZXXI,2021-07-21,615619576.9708682,477950278.4762599
MMZXIP,2020-10-28,1760004280.3433058,1281942555.252825
MMZXIP,2020-10-28,,1281942881.5068293
MMZXIP,2021-01-22,,814800309.3516222
MMZXIP,2021-01-22,1281942294.1252465,814800875.3879534
MMZXIP,2021-03-30,1760002910.628103,814802673.9432883
MMZXIP,2021-04-21,,624872775.8790685
MMZXIP,2021-04-21,814799323.8873082,624871175.6909902
MMZXIP,2021-07-20,,509409965.08727396
MMZXIP,2021-08-30,814799963.5470034,509409067.9680583
MMZXIP,2021-07-20,624870626.2945251,509408120.203113
MMZXDF,2020-08-28,7914745751.731527,8306370922.370885
MMZXDF,2020-10-28,,7234245019.964729
MMZXDF,2020-10-28,8306370899.218603,7234246357.947989
MMZXDF,2021-01-21,,7433435363.515189
MMZXDF,2021-01-21,7234244632.157413,7433436561.654067
MMZXDF,2021-03-30,7914746009.524684,7433436448.734508
MMZXDF,2021-04-19,,6540560333.594179
MMZXDF,2021-04-19,7433436857.655991,6540560640.471945
MMZXDF,2021-07-20,,6033524680.23926
MMZXDF,2021-08-28,7433437297.326726,6033523235.108704
MMZXDF,2021-07-20,6540562039.43768,6033523737.35094
MMZIUX,2020-10-28,,1363312258.258188
MMZIUX,2020-10-28,1454867189.1467528,1363310530.0148418
MMZIUX,2021-01-22,,985534973.3540974
MMZIUX,2021-01-22,1363311526.4797373,985533160.1279278
MMZIUX,2021-03-30,1454867513.34887,985532235.7952881
MMZIUX,2021-04-22,985532626.5514992,842198928.9089385
MMZIUX,2021-04-22,,842199266.6249462
MMZIUX,2021-07-21,,799480929.0492194
MMZIUX,2021-08-30,985530977.2238059,799482047.2253206
MMZIUX,2021-07-21,842198143.7114041,799481279.6950235
MMZIUS,2020-10-28,,13839215.203081317
MMZIUS,2020-10-28,449382.15809040295,13836079.30269577
MMZIUS,2021-01-20,13836666.726605188,2353147.3779997826
MMZIUS,2021-03-29,200693262.79955772,2353402.670092463
MMZIUS,2021-01-20,,2352810.6737330738
MMZIUS,2021-04-21,,1059208841.3712771
MMZIUS,2021-04-21,2354621.5311999107,1059208383.9011239
MMZIUS,2021-07-21,,45784370.9319415
MMZIUS,2021-08-27,2352808.655586962,45782653.59489853
MMZIUS,2021-07-21,1059208724.9798911,45783606.11858278
MMZIUA,2020-10-28,,23448439453.13366
MMZIUA,2020-10-28,26340901022.301502,23448438726.948277
MMZIUA,2021-01-22,,16016086589.436457
MMZIUA,2021-01-22,23448437659.4039,16016086493.82264
MMZIUA,2021-03-31,26340902292.774876,16016086218.084255
MMZIUA,2021-04-22,,10907108722.752699
MMZIUA,2021-04-22,16016089100.571201,10907108798.699434
MMZIUA,2021-07-21,,9392919474.277618
MMZIUA,2021-08-31,16016088616.384434,9392919319.626776
MMZIUA,2021-07-21,10907108828.577406,9392916904.031496
MMZIDM,2020-10-27,4085580031.416393,3153394924.2779794
MMZIDM,2020-10-27,,3153393620.572399
MMZIDM,2021-01-21,,1725784110.695173
MMZIDM,2021-01-21,3153394831.9780974,1725780535.843524
MMZIDM,2021-03-30,4085581237.680627,1725781494.0138304
MMZIDM,2021-04-21,,1178763069.005075
MMZIDM,2021-04-21,1725782592.4883635,1178762638.6685226
MMZIDM,2021-07-20,,994310170.8413029
MMZIDM,2021-08-30,1725784247.9298816,994307764.9571537
MMZIDM,2021-07-20,1178760892.0558982,994307888.1479666
MMZIDX,2020-10-27,,6419081721.029127
MMZIDX,2020-10-27,6419083168.048689,6419082695.69538
MMZIDX,2021-01-21,,4798992866.002449
MMZIDX,2021-03-30,6419084402.388518,4798992469.365398
MMZIDX,2021-01-21,6419083825.666444,4798993226.229513
MMZIDX,2021-04-21,,2475020967.46952
MMZIDX,2021-04-21,4798991368.441466,2475018166.5508437
MMZIDX,2021-07-20,,2071950275.5241592
MMZIDX,2021-08-30,4798993028.485432,2071949094.992896
MMZIDX,2021-07-20,2475020466.9243846,2071948497.313121
MMZIDP,2020-10-27,,879844753.6549873
MMZIDP,2020-10-27,879844117.600113,879844376.1919215
MMZIDP,2021-03-27,879844314.1061935,351998332.568869
MMZIDP,2021-01-20,,351997293.28528875
MMZIDP,2021-01-20,879844112.6818777,351998432.11058205
MMZIDP,2021-04-21,,351998576.3789269
MMZIDP,2021-04-21,351996919.4947538,351996280.8067677
MMZIDP,2021-07-20,351997543.80940354,220471947.40726197
MMZIDP,2021-08-28,351996200.31388766,220472629.51451632
MMZIDP,2021-07-20,,220470920.01977307
MMZISD,2020-10-27,,4328461374.406275
MMZISD,2020-10-27,4944693421.831337,4328462001.962401
MMZISD,2021-01-21,4328462239.730452,3078186155.6119266
MMZISD,2021-03-29,4944694025.850678,3078185476.595905
MMZISD,2021-01-21,,3078187337.2748117
MMZISD,2021-04-22,,2146797693.2027617
MMZISD,2021-04-22,3078187153.2876186,2146799243.7276142
MMZISD,2021-07-21,,1710831799.2335713
MMZISD,2021-08-23,3078188375.2657137,1710829775.0810065
MMZISD,2021-07-21,2146797619.96305,1710831723.813358
MMZIAM,2020-10-27,,473700107.568383
MMZIAM,2020-10-27,688749636.8746659,473698849.4828794
MMZIAM,2021-01-21,,194587560.26895642
MMZIAM,2021-01-21,473700254.3438312,194586661.68724188
MMZIAM,2021-03-29,688748434.3957001,194587203.93092728
MMZIAM,2021-04-21,,127984468.07026859
MMZIAM,2021-04-21,194587497.53617936,127986293.59695598
MMZIAM,2021-07-20,,116828651.52092694
MMZIAM,2021-08-31,194588723.2532868,116830588.02751973
MMZIAM,2021-07-20,127987208.87407556,116828602.75993066
MMZIZP,2020-10-27,,7756561937.657847
MMZIZP,2020-10-27,8190145732.722972,7756561866.358999
MMZIZP,2021-01-20,,6792965347.422772
MMZIZP,2021-01-20,7756561962.597184,6792966641.572434
MMZIZP,2021-03-29,8190147781.085905,6792966165.322605
MMZIZP,2021-04-21,,2980464073.263652
MMZIZP,2021-04-21,6792964972.353044,2980464813.201145
MMZIZP,2021-07-19,,2683532822.8526487
MMZIZP,2021-08-28,6792965838.447647,2683529255.783355
MMZIZP,2021-07-19,2980465973.4467216,2683530205.7214665
MMZIZA,2020-10-28,,2030690907.9979968
MMZIZA,2020-10-28,2455666963.211663,2030687727.6032696
MMZIZA,2021-01-22,,1293083789.6477215
MMZIZA,2021-01-22,2030687528.2788675,1293083423.133215
MMZIZA,2021-03-31,2455667167.088409,1293084497.426717
MMZIZA,2021-04-22,,454137559.7267137
MMZIZA,2021-04-22,1293085749.826515,454136711.90825886
MMZIZA,2021-07-21,,286037200.742593
MMZIZA,2021-08-31,1293086716.9417777,286036499.4372217
MMZIZA,2021-07-21,454136100.0520026,286035873.68953156
MMZPSP,2020-10-28,,8232290957.437107
MMZPSP,2020-10-28,8232289413.971545,8232290270.810332
MMZPSP,2021-01-22,,5518196819.41284
MMZPSP,2021-01-22,8232290897.5411005,5518195915.731986
MMZPSP,2021-03-30,8232288118.545414,5518195608.940727
MMZPSP,2021-04-22,5518194412.420716,3636578104.2210546
MMZPSP,2021-04-22,,3636579654.483274
MMZPSP,2021-07-21,,3253365446.227254
MMZPSP,2021-08-31,5518196318.271191,3253363093.222586
MMZPSP,2021-07-21,3636577582.5751204,3253365558.46941
MMZPAD,2020-10-28,,223874827.74049073
MMZPAD,2020-10-28,200024690.10272783,223877265.35657322
MMZPAD,2021-01-22,,210013016.27055615
MMZPAD,2021-01-22,223873849.06301585,210009972.25992933
MMZPAD,2021-03-31,200022951.8500436,210010539.77994192
MMZPAD,2021-04-22,,4339913.158278316
MMZPAD,2021-04-22,210010597.00212663,4339113.6065262705
MMZPAD,2021-08-31,210008648.08739564,5791723.536472054
MMZPAD,2021-07-21,4339576.923530671,5792466.027358699
MMZPAD,2021-07-21,,5792563.603507769
MMZPAA,2020-10-28,,307450143.2612113
MMZPAA,2020-10-28,456691236.5776157,307451978.2628351
MMZPAA,2021-01-22,,173633506.9835847
MMZPAA,2021-01-22,307450795.6255691,173632793.32042533
MMZPAA,2021-03-11,456691855.42554384,173632428.3212806
MMZPAA,2021-04-22,,134356883.39359382
MMZPAA,2021-04-22,173632624.0600536,134356567.002089
MMZPAA,2021-07-21,,96319384.68177815
MMZPAA,2021-08-31,173633627.16504136,96319811.46489345
MMZPAA,2021-07-21,134357270.10954207,96319171.6833271
MMZFMS,2020-10-28,,436978025.15204006
MMZFMS,2020-10-28,436978183.74647945,436977070.0993626
MMZFMS,2021-01-22,,243281254.51982635
MMZFMS,2021-01-22,436978759.47536886,243280819.04678985
MMZFMS,2021-03-30,436978523.1087251,243281718.35381687
MMZFMS,2021-04-21,,164617229.34073102
MMZFMS,2021-04-21,243282012.48082277,164617172.39024487
MMZFMS,2021-07-20,,128270403.62980954
MMZFMS,2021-08-27,243283871.4993597,128270432.32903351
MMZFMS,2021-07-20,164618105.46734828,128270629.03181392
MMZFXS,2020-10-27,,38561388.45296531
MMZFXS,2020-10-27,40073800.1614781,38562647.905299395
MMZFXS,2021-01-21,,36223724.1661054
MMZFXS,2021-01-21,38561369.04181254,36221715.16122489
MMZFXS,2021-03-30,40245371.117396235,36221621.91479331
MMZFXS,2021-04-21,,33580387.313371874
MMZFXS,2021-04-21,36222324.592790104,33579512.29745768
MMZFXS,2021-07-20,,33050116.0013725
MMZFXS,2021-08-30,36222663.09656073,33051985.032855075
MMZFXS,2021-07-20,33579232.73989718,33051018.864836838
MMZFPA,2020-10-28,,26147875567.885464
MMZFPA,2020-10-28,26147874486.787907,26147876912.150314
MMZFPA,2021-01-22,,20171691243.553173
MMZFPA,2021-01-22,26147874749.978714,20171692860.667828
MMZFPA,2021-03-30,26147875468.981815,20171691810.310257
MMZFPA,2021-04-22,,15327105089.625881
MMZFPA,2021-04-22,20171693078.339172,15327107012.173834
MMZFPA,2021-07-21,,13440865879.606743
MMZFPA,2021-08-31,20171693398.531597,13440867361.940279
MMZFPA,2021-07-21,15327104043.210669,13440866394.975061
MMZDDU,2020-10-27,,6953727189.107006
MMZDDU,2020-10-27,6953729461.867031,6953727256.117797
MMZDDU,2021-01-21,,4827670043.472451
