基金代码,degree,betweenness,closeness,eigenvector
FUZDDA,0.9399014778325122,0.00041052234503681463,0.9433085501858736,0.037548907635261114
FUZDSM,0.8502463054187192,0.00026562619661429123,0.869751499571551,0.0345880759204434
FUZDSX,0.8275862068965517,0.0002852781493636503,0.8529411764705882,0.03348041263455838
FUZDSI,0.8226600985221674,0.000227452245051207,0.8493723849372385,0.033655583500971524
FUZDSZ,0.9103448275862068,0.00035439642599327076,0.9177215189873418,0.03665587180728532
FUZDAA,0.92807881773399,0.00038896679191813966,0.9329044117647058,0.037153626013553306
FUZDZX,0.786206896551724,0.0002821513833228058,0.8238636363636364,0.03154554685387754
FUZDZP,0.786206896551724,0.0002821513833228058,0.8238636363636364,0.03154554685387754
FUZDZS,0.9152709359605911,0.000399292227546286,0.92188919164396,0.036537519653325946
FUZSUX,0.9113300492610836,0.00039366685382882495,0.918552036199095,0.03640066574781169
FUZSXS,0.9182266009852216,0.000412441170226921,0.924408014571949,0.036623242859578915
FUZSID,0.92807881773399,0.00038896679191813966,0.9329044117647058,0.037153626013553306
FUZSSI,0.8610837438423644,0.0003313380104904153,0.8780276816608996,0.03469527932767872
FUZSSA,0.9182266009852216,0.00040878692691366796,0.924408014571949,0.036639510187022814
FUZZUF,0.8325123152709359,0.0001915089855304413,0.8565400843881856,0.03438255797864426
FUZZXZ,0.6995073891625615,0.00019424993596871198,0.7689393939393939,0.028294003008425526
